pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
850571,,bse_fo,IO,SENSEX,SENSEX2631990700CE,CE,SENSEX19MAR2690700.00CE,,1,,,SENSEX2631990700CE,,,5,20,1773944999,1,2,9070000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,860,2005.0,35.0,1,1,1,0,0,1,0,-1,1,0,1000
850681,,bse_fo,IO,SENSEX,SENSEX2631980100PE,PE,SENSEX19MAR2680100.00PE,,1,,,SENSEX2631980100PE,,,5,20,1773944999,1,2,8010000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,1840,721615.0,243375.0,1,1,1,0,0,1,0,-1,1,0,1000
849284,,bse_fo,IO,SENSEX,SENSEX2631973300PE,PE,SENSEX19MAR2673300.00PE,,1,,,SENSEX2631973300PE,,,5,20,1773944999,1,2,7330000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,36760,97785.0,17645.0,1,1,1,0,0,1,0,-1,1,0,1000
850988,,bse_fo,IO,SENSEX,SENSEX2631986900CE,CE,SENSEX19MAR2686900.00CE,,1,,,SENSEX2631986900CE,,,5,20,1773944999,1,2,8690000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,420,2005.0,145.0,1,1,1,0,0,1,0,-1,1,0,1000
859299,,bse_fo,IO,SENSEX,SENSEX2631971700CE,CE,SENSEX19MAR2671700.00CE,,1,,,SENSEX2631971700CE,,,5,20,1773944999,1,2,7170000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,0,541235.0,71715.0,1,1,1,0,0,1,0,-1,1,0,1000
849087,,bse_fo,IO,SENSEX,SENSEX2631978700PE,PE,SENSEX19MAR2678700.00PE,,1,,,SENSEX2631978700PE,,,5,20,1773944999,1,2,7870000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,2200,650135.0,173700.0,1,1,1,0,0,1,0,-1,1,0,1000
852571,,bse_fo,IO,SENSEX,SENSEX2631978300PE,PE,SENSEX19MAR2678300.00PE,,1,,,SENSEX2631978300PE,,,5,20,1773944999,1,2,7830000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,3420,610660.0,136295.0,1,1,1,0,0,1,0,-1,1,0,1000
849869,,bse_fo,IO,SENSEX,SENSEX2631976500CE,CE,SENSEX19MAR2676500.00CE,,1,,,SENSEX2631976500CE,,,5,20,1773944999,1,2,7650000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,203420,60520.0,6550.0,1,1,1,0,0,1,0,-1,1,0,1000
883965,,bse_fo,IO,SENSEX,SENSEX2631967700CE,CE,SENSEX19MAR2667700.00CE,,1,,,SENSEX2631967700CE,,,5,20,1773944999,1,2,6770000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,0,931795.0,453465.0,1,1,1,0,0,1,0,-1,1,0,1000
878046,,bse_fo,IO,SENSEX,SENSEX2631970900CE,CE,SENSEX19MAR2670900.00CE,,1,,,SENSEX2631970900CE,,,5,20,1773944999,1,2,7090000.0,BSE,IO,1773944999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1773878400,1773878400,,,,,Cash,,0,1,0.0,20,0,617515.0,141070.0,1,1,1,0,0,1,0,-1,1,0,1000
